naziv,opis,datum_od,stevilo,sifra_prizorisca
PŠK Pool party // 24.8.2019,pšk pool parti soboto pripravili nepozaben zaključek poletnih počitn dji lineup kosl chrn runnin lux osen chrono feat lux fall apart armada trice releas coldplay fix you chrn remix alexsi aka alex sander testdjssi stixx lst vstopnic nakup vstopnic možen the old london pub club predprodaji lahko zagotovit karto vstopnic cena vstopnic dan dogodka obiskovalc vstop dogodek omogočen osebam starejšim let veljavnim osebnim dokumentom študentskodijaško izkaznico,2019-08-24 21:00:00,652,1795805273788455
"28.7. Metaldays aftershow: Queensryche, Firewind, Mirrorplain",vstopnic evrov predprodaji evrov dan koncerta kupi lahko sistema mojekartesi petroli itd trgovini truga ljubljana orto baru dirti skunk koncertih onparol spodnji povezavi ticket euro presal euro show day you can buy them through onparol the link below join the dirti skunk heavi metal mail list offici metalday aftershow minilo konca letošnj edicij metalday festivala kinu šiška odvil pravi metalski aftershow edinimi queensrych obstaja bend zlahka definira progresivni metal potem američani queensrych album oper mindcrim predstavlja najpomembnejših progress metal izdelkov časov bend desetletjih delovanja gubi ostrini brezčasna glasba popolnoma prevzela predstavili najnovejši album the verdict jeklen hite obsežn diskografij nastopili grški power metalci firewind vodi kitarist let preživel kitarist zasedbi ozzyja osbourneja firewind hitri melodični epski bojev koncert odprli nemški hevići mirror plain vstopnic voljo not even hour will pas from the end the metalday festiv until the and onli queensrych will play the offici metalday aftershow the kino siska venu ljubljana there band that can defin the progress metal genr than thi sure the american queensrych their album oper mindcrim the most import mileston the progress metal genr after year exist the band loo ani sharp power their timeless music still there thi tour queensrych will present their new album the verdict and cours play all the hit their immens discographi support will see the greek power metal band firewind lead guitarist who also play few year the guitar ozzi osbourn firewind fast melod epic and fierc the show will open the german heavi metal band mirrorplain ticket alreadi presal queensrych firewind mirrorplain,2019-07-28 19:30:00,996,154287574875
"Saša MATIĆ, LAPSUS Band in MILICA Todorović | Celje, 23.11",vabljeni najboljšo zabavo obletnici pivnic celjanka priložnosti zahvalimo zaupanj skupaj proslavimo obletnico najboljši možen način saša matić celj letnem premoru vrača kralj najlepših romantičnih balad balkanu polni klube diskotek dvoran celotni evropi edini saša matić lapsu band ljubitelj odličnega bendovskega zvoka prvič celj prihaja trenutek najaktualnejša skupina balkanu nastop prava paša oči predstavnic nežnejšega spola milica todorović veliko željo obiskovalcev celj ponovno prihaja milica todorović neustavljivi energiji širokim repertoarjem odrskim seksipilom ostal ravnodušen vstopnic prodaji sistemu eventim petrolih pivnici celjanka spletni nakup trenutna cena vstopnic starostna omejitev vstop prireditev imajo oseb dopolnjenimi leti starosti osebam mlajšim let vstop prepovedan spremstva staršev zakonitih skrbnikov osebam mlajšim let uro zjutraj prepovedan vstop zadrževanj spremstva staršev rejnikov skrbnikov gostinskih obratih prireditvah kjer toči alkoholn pijač zakon varstvu javnega reda miru člen vstop osebam veljavno osebnovozniško izkaznico potnim listom vip vstopnina vip vstopnica visoka miza oseb boat izbiri najboljša lokacija dvorani pogl izvajalca cena eur rezervacij nakup vip mize pivnicaceljanka gmailcom pokrovitelj namestitv žalec ogrevanj privošči saša matić lagala grade sve prejako lapsu band lažo oči boje čokolad budalo milica todorović zlato case limunada,2019-11-23 20:00:00,4783,287072491337897
"Krog št. 3, derbi št. 1: NK Maribor – NK Olimpija",predprodajo vstopnic derbi nove sezon ljudskem vrtu začenjamo torek nižjimi cenami cene vstopnic derbi predprodaji vključno odrasli eur let eur jug člansko izkaznico eur jug člansk izkaznic eur družinski sektor vzhod odrasli eur družinski sektor eur odrasli eur let eur jug člansko izkaznico eur jug člansk izkaznic eur družinski sektor odrasli eur družinski sektor eur prodajna mesta vijolčna bajta center tyrševa ulica mercat center tabor spletni nakup miskupajenosmo vidimo,2019-07-28 20:30:00,1610,142530682431157
"Dalmatinska noč v Križankah ● Luka Basi z gosti, 27. 09.2019",prvič križankah luka basi dalmatinska noć dalmatinska noč zvezdami ekskluzivni koncert luke basija slišali ekskluzivnimi gosti presenečenji septemb križank ljubljana mladenič noč obnorel srca slovenk uspešnicami istrijanko ružo sedam noći uspešnimi dueti vrhunskimi tujimi glasbeniki jole marko škugor lidija bačić časa podreja največj odr sloveniji polni šotor osvaja publiko kjerkoli pokavi zaključku poletja turnej prvič samostojno stopil oder ljubljanskih križank povsem zgodbi luka basi vide slišali uspešnic največji dalmatinski hiti večer zvezdami glasbeni zgodbi lahko doživit ekskluzivnem koncertu križankah slovensko srce dalmatinska duša luka basi duhu dalmatinsk poletn glasb obeta dalmatinska noć vstopnic eventim petrol slovenija povezav stojišč razprodano vip sedišč razprodano super vip sedišč meet greet voljo vstopnic razprodano luka basi marko škugor ružo luka basi sedam noči luka basi istrijanko ružo luka basi seko luka basi bijelom luka basi jole nisam jučer,2019-09-27 20:00:00,3579,192642001381365
"Poletni večer s Kingstoni, Manco Špik in Isaacom Palmo",tukaj tradicionalni vuzeniški dnevi poletni večer kingstoni manco špik isaacom palmo kdaj sobota ure naprej kje šotor igrišču vuzenica divjo zabavo neprespano noč poskrb skupina kingston manca špik isaac palma pridružit,2019-08-10 20:00:00,649,112376328774163
Rapetek 151 / Happy 20. B’Day: Smetana za frende,recycleman live with band wood nbgt sushi bendovski formaciji predlani prvič nastopil metelkovi galo halo ekskluzivnim praznovanjem okrogl obletnic vrača dalaj eegol recycleman nekoč alien dvoletnem pavziranju novo zasedbo odr vrača dalaj eegol razlog primeren nov cikel koncertiranja največji meri posvečen obletnici najpomembnejših mejnikov slovensk popularnoglasben krajin najpomembnejšega dalajevega kultnega albuma smetana frend leta posnel alien album takrat žel neverjetn uspeh levi sceni pozlatel kupček hitov plošč čudna pot nai firma utrip mladosti zadeta lepa ljubljana hašiš who the real kekec bendovski izvedbi zveni bolj nafunkirano ekskluzivno tokratni nastop edini prestolnici konca leta povratniški turneji leti večletnem nastopaškem mrku petnajstletnici izida leve scene dalaj prvič zavihtel odr pravim bandom sedaj čisto obletnici ponovno koncertni formi rapa funka smetan vstopnina predprodaji gala hala prireditvah way store dan koncerta music polici hip hopfunk primeru slabega vremena prireditev potekala dvorani pričetkom english recycleman live with band wood nbgt sushi dalaj eegol return the stage with new band the reason appropri anniversari the most import album slovenian popular music well cult album smetana frend record under the that time bunch hit from the record čudna pot nai firma utrip mladosti zadeta lepa ljubljana hašiš who the real kekec perform with band will sound even funki exclus sinc thi the onli perform the capit until the end the year rap funk and cream for everyon fee presal gala hala event way store the day the event music polici hip hopfunk case bad weather the event will take the hall with start,2019-08-30 21:00:00,561,356008681090989
Ljubavnici Band@Caffe bar Fur-či,ljubavnici band caff bar furči sobota start pripravljeni noro zabavo daleč soboto norimo najbolj vročim moškim bandom sosednj hrvašk oder prihajajo ljubavnici band fantj obljubljajo noro zabavo ogrevanj privošči oko zeleno feat luka basi reci što dam hladn ruke što treba parti pijač hostesami potrudimo praznujet rojsti dan tednu prejmet takočega račun šeeeeeeeeeeeeeeeeee vstopnina vstopnic ostal,2019-09-14 22:00:00,713,440624549345671
Evo ga! Magnifico,evo narod prihaja sinonim balkan disco človek množicam zamiga boke dušo šlager kavboj edini magnifico začetki glasbenega ustvarjanja segajo zgodnja solo kariero ustvaril uspešnih plošč hiti zgodovino zapisali zimzelen uspešnic primer silvija leta nastopil emi hir kam hir zmešala štrene italijanom državam območju bivš jugoslavij aleluja bejbi bejbi čakat enkrat umrl raje noč romantična našla sivlijaaaaa letih uspešnega glasbenega ustvarjanja legendarni magnifico končno prihaja slovensk konjic zato vljudno vabljeni dogodek leta majkemi majkemi kdaj petek kje mestni trg slovensk konjic tivoli prireditveni šotor konjiškega maratona nebesih tokrat vnel prepir kalili nočni mir kart dijakištudenti nakup kart možen patriotu septembru priložitvijo potrdila vpisu leto earlybird razprodano redna cena dogodku kart možno kupiti spleta mojekartesi bencinskih servisih omw petrol tic,2019-09-27 20:00:00,1626,530615857048295
2 napos hétvégi kalandtúra a Bledi-tónál,akinek egi nap kevé ebből csodálato helyből helyen jár ebb egész hétvégé útba beletettünk minden jót tart velünk lesz izgi városnézé kirándulá egi gyönyörű tónál borkóstolá szurdoklátogatá még egi csomó elképesztő program például egykét vízi sportot kipróbálunk olvasd részleteket aztán foglalj villámgyorsan mielőtt betelik ott leszel partján majd megért miért egyik legkedveltebb nálunk,2019-09-14 05:05:00,635,1610390802531500
Hï Departures / 4. 10. / Maribor Dvorana ŠTUK,kapitani izbrani najbolj popularni trenutek letališču najudarnejši dogodek mariboru obeta spektakel popularn elektronsk glasb vročih plesalk vizualnih efektov unikatn scenografij ustavila dih vstopu plesišč check uredit gateu dvoran štuk oktobra ure dalj polet posadko novo glasbeno destinacijo neustavljiv zategnit varnostn pasov pričakujemo turbulenco svetovno zvezdo mari ferrari najboljšimi djji jadrana priporočamo vstop prizorišč pričakujemo gnečo vhodu natanko prvič mariboru zgodil live show vročo pevko kristi clé plesalkami mystiqu show group flight departur unibuu timo kristi clé live act mari ferrari mag tour tušev tek barv woodland festiv spinnin record warner music time record kosta radman offici ian sound letališč ušc letalsk vozovnic razprodano economi class regular eur prodaji podajna mesta letalsk vozovnic prodaji olaii eventim kavarni štuk ostala prodajna mesta bencinski servisi petrol slovenija omv slovenija pošta slovenij trafik delo polet prijazen invalidov pomagajmo vozovnico kupi spremljevalec invalidi imajo brezplačen vstop baggag dropoff garderoba dogodku omogočena starostna omejitev dogodek lahko obiščejo mladoletn oseb nakupom vstopnic starši skrbniki prevzamejo odgovornost zakon varstvu javnega reda miru členu zakon določa osebam mlajšim let prepovedan vstop zadrževanj spremstva staršev rejnikov skrbnikov gostinskih obratih prireditvah kjer točijo alkoholn pijač facebook likepag instagram,2019-10-04 21:00:00,633,202091796475825
Velika Otvoritev Ptuj,končno nova trgovina new yorker odpira ptuju čaka dobit popusta nakupu popusta nakupu zdaj napiši nakupovalni seznam mogoč tam ponudba oblačil vikend zabavo veselimo obiska odpiralni ponedeljek sobota nedelja naslov qlandia ormoška cesta ptuj,2019-07-25 08:00:00,533,452011048230715
Kvalifikacije za EP 2020: Slovenija - Izrael,slovenska nogometna reprezentanca obračunu poljsko pomerila izraelom ima neporavnanih računov vabljeni stožic septembra glasno navijajt slovenijo,2019-09-09 20:45:00,850,108881639168394
KIZZ KISS Festival 2020 - it’s all about L’Amour (Official),edit absolut sweet amaz save the date februari and join the edit the kizz kiss festiv ljubljana which gon even sweet even amaz and gon all about amour all venu hour workshop with the best intern artist thursday preparti night parti separ floor with the best intern urban kiz kizomba social dure the day guest dancer special surpris dure the whole weekend hour full love and much much line enah carolina marcio junqueira donald wilson jadilson santarosa alvaro michael veronica igor harvey špela luka snake lenhi stefanio lima pingusso anjo supaman coração igor bradley deejay wesss lucki lux gentleman latin floor line info about latin floor kizz kiss festiv all about bachata salsa maja ašič marin tjaša david pia goffi boricua panchito kamikaz dexter andrej cuba guest dancer casanova kizz ryder funomen yankizz roninkizz kizzitud afrokiziac photo katja ferfila scarlat bianka photographi video zak prod shoe star hunter danc shoe preparti with pingusso gentleman bradley deejay luckylux februari event link dress code thursday black white friday red love saturday pink never strong sunday promo parti all venu grand union miklošičeva ljubljana all room the festiv price sell out citi tour ljubljana saturday februari meet point cafe vino bavarc slovenska cesta info kizz kiss festiv all about citi tour ticket inform chang not possibl anymor all access pas januari coupl pas januari afro pas includ hour afrohous packag includ friday saturday and sunday even parti will avail for purchas the door onli parti packag singl parti price friday saturday sunday websit contact kizzkissfestiv gmailcom,2020-02-13 22:00:00,1901,791213827618252
Koncert: MI2 - akustični,vabljeni noro zabavo zaključek poletja dečki sotl čista jeba vstopnic earli bird razprodano predprodaja razprodano predprodaja omejeno število vstopnic eur prodaja špital prjatl pošta slovenij plačilo povzetju primeru slabega vremena koncert celjskem domu,2019-08-30 20:30:00,2244,1432326970335548
Piston RIOT 2019-15th Anniversary AmericanCARS Meeting Ljubljana,club slovenija leto leto organizira srečanj ameriških vozil tokrat okroglo obletnico piston riot anniversari odvijalo soboto septembra znani lokaciji ljubljana resort camp camp ježica dunajska cesta poskrbljeno hrano pijačo rock roll okvirni program začetek start harley villag jpg custom joze magna rota magna rota bicycl club check best custom bicycl animacija otrok gradovi palačinkami child anim castl creep ian the pick session part concert harley villag miha erič prismojeni profesorji samuel blue the pick blue sesssion part concert harley villag merjenj glasnosti loud car contest miha erič prismojeni profesorji samuel blue pick session part iii concert seminar predvolilna trenja konzervativni pogledi evroposlancev geopolitičn sprememb globalnega segrevanja davčnih olajšavah zmanjšani cestninski pristojbini carinski stopnji ameriška vozila ljudeh prebujajo željo sevnici ponovno zažen obrat gener motor predavatelj starc nastop plesn skupin wild west countri line danc podelitev pokalov best car award lahko noč otroci kratka pravljica pogumnem firebirdu zlobnih passatih tombola custom koložrebanj custom bicycl lotteri eightbomb concert music pokriti zimski vrt insid clockwork psycho concert insid happi new year after parti start the fakerr concert insid after parti music,2019-09-14 12:00:00,4721,109417135792256
3. tradicionalni koncert Marko Škugor 07.12 - Puconci,tradicionalno gla dalmacij marko škugor prihaja najljubšo lokacijo puconc lanskoletnega obiska izdal pesmi koncerta prihaja rojstnem dnevu pesem angela sedaj koncert puconcih razprodan zato pravočasno zagotovit vstopnic eventim petrol pošta,2019-12-07 20:00:00,1005,1522712184621632
BEPOP • Vrnitev desetletja • @Caffe bar Fur-či,bepop vrnitev desetletja caff bar furči sobota start pripravljeni noro zabavo daleč ponosom predstavljamo vrnitev desetletja zlato obdobj slovensk pop glasb nostalgično vrnili pop kulturo let odpelji sonc zabava evforija nostalgija asociacij tinkar alenk ane omembi turnej popstar slovenski veliki televizijski lov talent turnejo evforijo spremljala doživ živo vest zadnji val zlatih let slovensk pop glasb takrat premladi trenutnem spogledovanju pop kulturo let čutit evforija nikoli polegla mogoč malo skrila pripravit transparent privlecit podstrešja stare popstar majic pozabit ponov refrenov hitov sonc odpelji lokomotiva sekiraj ipd parti pijač hostesami potrudimo praznujet rojsti dan tednu prejmet takočega račun šeeeeeeeeeeeeeeeeee vabljeni norimo skupaj vstopnina,2019-10-26 22:00:00,1549,440624549345671
Mondialov Red Love Party Ljubljana,hello parti peopl mondial back ljubljanskih maturantov rdečih majic nešteto spominov tokrat praktično ustaljeni lokaciji cvetličarna pripravit novo ekskurzijo norega plesa zabav trenutk spomin deloma zajam družbo val energij prevzam sprejm mondialovim plesom kdaj petek start kje cvetličarna line michaelo mike gre chumma slo arco slo tba vstopnic konting razprodano konting redna prodaja konting razprodaj vhodu mondialovih promotorjih izbranih prodajalcih starostna omejitev vstop mogoč veljavnim osebnim dokumentom info rezervacij miz ivan mondialovi promotorji karin breceljnik katja nere sara hotić črt komac gašper fon gorazd cernjak kaja možina artač nejc košmrl patricija rijavec žiga pirc sara šmajgl exclus corfu boatparti srečnežev priborilo vstopnico ekskluziven boatparti ljubljanici glavnim dogodkom cvetličarni vstopnic ekskluzivn vstopnic lahko zagotovit mondialovih promotorjih dalj redna cena boatparti vstopnic neprecenljivo vidimo cvetličarni,2019-09-06 22:00:00,1547,43956324012
18. Ekopraznik v Ljubljani,vabimo ekopraznik praznovanj ekotržnic ljubljani leto ekoprazniku ljubljani proslavljali obletnico delovanj ekološk tržnice centru mesta dane največj slovensk ekotržnic predstavitev prodajo izdelkovstoritev ekološki zdrav življenjski slog stojnicah popestril bogat spremljevalni program naslov letošnjega programa let eko zdravo leto pestro zanimivo ekopraznik potek soboto ljubljani pogačarjevem trgu ure spremljevalni program začel predvidoma podrobnejši program prireditv voljo tukaj dogodek vremenu organiz inštitut trajnostni razvoj,2019-09-07 08:00:00,959,864275577278373
"12.11. POD, Alien Ant Farm, Dead Girls Academy - Kino Siska",koncert razprodan zgodil večji hali kino šišk vstopnic dovolj blagajni kino šišk the show not not sell out will happen the big venu kino šiška there should enough ticket for everyon the kino šiška box offic novembrska alter poslastica novembra vrnili preteklost kino šiška pretresli kultni alien ant farm poznat multiplatinasti izjemno popularni ameriški bend zaslov pomočjo lastnih koncertov turnej neštetih nominacij razn nagrad grammyji ipd pozna singlov southtown aliv youth the nation boom beauti najbolj znani singl lose forev slišali radijski postaji zasledili filmskih soundtrackih bend tvorijo sonni sandov vokal marco curiel kitarsko nažiganj traa daniel wuv bernardo nabijanj bobnih prihajajo san diega kaliforniji zda zdaj izdali studijskih albumov zdelo vme poniknili imat vseeno aktivni sceni kjer sodelovali imeni kati perri bad brain mike muir suicid tendenc sen dog cypress hill novica vrnitvi evropsk odr jeseni leto požela odobravanja koncerti povsod razprodajajo vroče žemlj imajo zaslugo alien ant farm bend večina pozna odličn priredb hita michaela jacskona smooth crimin imajo ponud več albumov hitsingli platinastih nagrad nesmrtna prisotnost soundtrackih video iger filmov bend deluj leta drzno poimenov prvenec great hit nato podporo benda papa roach osvojil odr srca poslušalcev koncert otvorili ameriški gothic rockerji dead girl academi varov kultn založb victori record novembra kinu šiška ljubljani alien ant farm dead girl academi,2019-11-12 19:00:00,2067,154287574875
Knafelj Party - Green Experience - 22. 8. 2019,pripravit zeleno doživetj osrčju ljubljan knaflju združili cantina mexicana aperitivo cutti sark trio žura knaflju save the date več dodatnimi nujnimi informacijami seznanimo kmalu nasprotnem primeru obrnit oddelek tekoč zadev vemo imamo mislih vest povabili ostal dolžen gin tonic,2019-08-22 18:00:00,2424,302424106479693
Ambasada Gavioli - Stereophonic at Nite,ambasada gavioli hous glasba večkrat srečali mezzaninu topel privlačen zvok housa združen nežnostjo plesa ritma pogosto pripeljala občinstva zgodnjih jutranjih stereophon nite pripelj nov val glasb magičen svet mezzanin mednarodni gostj cenjeni domači umetniki ponudili občinstvu svežo moderno hous glasbo afro deep tech progress besedi hous music dogodek povabili posebnega gosta londona velika britanija cassim line cassimm london defect record glasgow underground paolo barbato stereophon record david manali stereophon record tim urbanya jacki from zero absenc alex donati kursaal terrac info ambasada gavioli prive industrijska cesta izola vstopnina entri till till after info gmailcom rezervacij info ambasadagaviolinet age limit limiti eta starostna omejitev vstop dogodek polnoletn prosimo prineset osebni dokument,2019-10-05 23:00:00,2007,107877225899650
Bajaga i Instruktori // Kurzschluss,kurzschluss predstavlja bajaga instruktori vstopnic ceni evrov predbožično druženj kurzschlussu decembra zaznamovala rock legenda bajaga spremljevalno zasedbo instruktori letni beograjčan momčilo bajagić bajaga več desetletjih vedno najd pot src mnogih generacij dokazujejo redno razprodan dvoran celem območju nekdanj skupn države brezčasni hiti tišina ljubiš dobar način plavi safir muzika struju tamara beograda številni redno vključujejo repertoar nastopov nanizali več koncertov prodali milijon nosilcev zvoka današnj razmer glasbenem svetu nepojemljivo lani šestletnem diskografskem premoru izdali studijski album naslovom sali lom letih vračajo kurzschluss kjer naužili dobrega razpoloženja prepevanju nostalgičnih uspešn nabitih emocijami informacij največj uspešnic tišina ljubiš dobar način plavi safir muzika struju tamara beograda bajaga instruktori spletu www kurzschluss live koncertn različic kurzschluss dogodkov vstop osebam dopolnil let spremstvu starševsvojega skrbnika vprašanja dobit info kurzschlusssi,2019-12-19 21:00:00,3064,243956005758989
JOKER <> Premiera filma leta!,izidom filma najbolj znanem negativcu stripovskem svetu začelo šušljati novi joker joaquin phoenix nagrajen oskarjem vlogo zaznamovala legendarnega jacka nicholsona pokojnega heatha ledgerja joaquina filmu vide oskarjem nagrajenega roberta nira režijo produkcijo poskrbel nominiranec oskarja todd phillip kreator trilogij prekrokana noč the hangov počutim edinstveno težko opisati svet znašel poved joaquin phoenix ustvarjamo najmočnejšega kdaj vide warner bro studio opis film raziskovanj človeka družba zavrgla študija osebnosti opomnik sodobnemu svetu joker nikoli povedana zgodba najbolj znanih negativcev stripovskem svetu joker izmišljen lik pojavlja stripih ustvarili jerri robinson bill finger bob kane prvič pojavil daljnega leta stripu batman stripovska pojavljanja joker prikazan visoko inteligenten kriminalec karakterizacija različna obdobja zelo spreminjala pridruži premieri hitradio antena sredo oktobra vstopnic gredo hitro prodaji tukaj,2019-10-02 20:00:00,1335,11875037503
Kranfest 2019,mestn ulic kranja dni postal oder kulturnih dogodkov kulinaričnih doživetij umetniških tržnic športnih iger generacij sobota julij koncert pihalni orkest mok glavni trg voden ogl rovov starim kranjem eurosebo kranjska hiša glavni trg stolpova pravljičarna stolpom pungert živžavov uric stolpom pungert igr prosto prešernu stolpom pungert sberbank državno prvenstvo odbojki mivki parkirišč stara sava voden ogl rovov starim kranjem euroseb kranjska hiša glavni trg otroški kranfest otrošk vodn igr meja vodna drča vodn štafet vodni ognjema mehurčki velikani slikarij ledenimi akvar vrt gradu khislstein kranska kuhna trg prešernovim gledališčem zabaviščni park parkirišč stara sava voden ogl kanjona reke kokr euroseb kranjska hiša glavni trg art tržnica prešernova ulica sejem domač umetnostn obrti poštna ulica maistrov trg otroški koncert romano krajnčan vrt gradu khislstein gajevci srečali puhar prešeren jenko prešernov gaj koncert bajaga instruktori kingston slovenski trg koncert klapa bonaca tilen lotrič glavni trg noč stolpu stolp pungert ulično gledališč maistrov trg stand plečnikovo stopnišč koncert dixi šok band cafe galerija pungert koncert adi smolar trg prešernovim gledališčem koncert danc music offici after grega friend klubar gastropub ognjeno ulično gledališč maistrov trg pridružujemo pravico sprememb programa,2019-07-18 21:00:00,2118,203215973039711
Kranfest 2019,mestn ulic kranja dni postal oder kulturnih dogodkov kulinaričnih doživetij umetniških tržnic športnih iger generacij četrtek julij poletn počitnic škratom krančkom stolp pungert rekreativni turnir mešanih trojk parkirišč stara sava filmski večer več luzerka vovkov vrt koncert trio viver glavni trg koncert oldi goldi music burger parti klubar gastropub petek julij sberbank državno prvenstvo odbojki mivki parkirišč stara sava koncert pihalnega orkestra glavni trg praznik kranjsk klobas glavni trg zabaviščni park parkirišč stara sava pravljic dvorišču vrt gradu khislstein koncert vese svatj helena blagn glavni trg disco večer modno revijo ognjenim spektaklom vrt gradu khislstein ulični nastop maistrov trg koncert jazz ladi cafe galerija pungert noč stolpu stolp pungert koncert smooth hous tomi dking sax live matevž krašna posebni gost klubar gastropub sobota julij koncert pihalni orkest mok glavni trg voden ogl rovov starim kranjem eurosebo kranjska hiša glavni trg stolpova pravljičarna stolpom pungert živžavov uric stolpom pungert igr prosto prešernu stolpom pungert sberbank državno prvenstvo odbojki mivki parkirišč stara sava otroški kranfest otrošk vodn igr meja vodna drča vodn štafet vodni ognjema mehurčki velikani slikarij ledenimi akvar vrt gradu khislstein voden ogl rovov starim kranjem euroseb kranjska hiša glavni trg kranska kuhna trg prešernovim gledališčem zabaviščni park parkirišč stara sava voden ogl kanjona reke kokr euroseb kranjska hiša glavni trg art tržnica prešernova ulica sejem domač umetnostn obrti poštna ulica maistrov trg otroški koncert romano krajnčan vrt gradu khislstein gajevci srečali puhar prešeren jenko prešernov gaj koncert bajaga instruktori kingston slovenski trg koncert klapa bonaca tilen lotrič glavni trg noč stolpu stolp pungert ulično gledališč maistrov trg stand plečnikovo stopnišč koncert dixi šok band cafe galerija pungert koncert adi smolar trg prešernovim gledališčem koncert danc music offici after grega friend klubar gastropub ognjeno ulično gledališč maistrov trg pridružujemo pravico sprememb programa,2019-07-18 21:00:00,1223,203215973039711
Kranfest 2019,mestn ulic kranja dni postal oder kulturnih dogodkov kulinaričnih doživetij umetniških tržnic športnih iger generacij sobota julij koncert pihalni orkest mok glavni trg voden ogl rovov starim kranjem eurosebo kranjska hiša glavni trg stolpova pravljičarna stolpom pungert živžavov uric stolpom pungert igr prosto prešernu stolpom pungert sberbank državno prvenstvo odbojki mivki parkirišč stara sava voden ogl rovov starim kranjem euroseb kranjska hiša glavni trg otroški kranfest otrošk vodn igr meja vodna drča vodn štafet vodni ognjema mehurčki velikani slikarij ledenimi akvar vrt gradu khislstein kranska kuhna trg prešernovim gledališčem zabaviščni park parkirišč stara sava voden ogl kanjona reke kokr euroseb kranjska hiša glavni trg art tržnica prešernova ulica sejem domač umetnostn obrti poštna ulica maistrov trg otroški koncert romano krajnčan vrt gradu khislstein gajevci srečali puhar prešeren jenko prešernov gaj koncert bajaga instruktori kingston slovenski trg koncert klapa bonaca tilen lotrič glavni trg noč stolpu stolp pungert ulično gledališč maistrov trg stand plečnikovo stopnišč koncert dixi šok band cafe galerija pungert koncert adi smolar trg prešernovim gledališčem koncert danc music offici after grega friend klubar gastropub ognjeno ulično gledališč maistrov trg pridružujemo pravico sprememb programa,2019-07-20 21:00:00,622,203215973039711
Prvi glas Dalmacije Marko Škugor na gradu Vurberk 24. 8. 2019,dalmatinsko opevan večer glasu dalmacij marka škugorja spremljevalnim bendom prvič gradu vurberk vstopnic prodaji dalj eventimsi petrolu poslovalnicah pošt slovenij vsopnic,2019-08-24 20:00:00,1046,1454933714728323
"17.9. Razprodano/Soldout! Mgla, Martwa Aura, Dagorath - Orto bar",vstopnic evrov predprodaji evrov dan koncerta vstopnic onparol ticket euro presal show day ticket alreadi through onparol join the dirti skunk black metal mail list link below jesenska doza poljskega nihilizma raduj ljudstvo niča srca plazila mgła dan dokončno uje velja torek kraj brezupa orto bar ljubljani poljska black metal zasedba mgła kreativno jedro tvorita darksid slovenijo obiskala parkrat pustila zmedeno občinstvo benda odra prejelo same komadi pokazali obrazov menijo obrazi pomembni bistvu videz članov identiteta pomembni reprezentacijo mgła predstavlja varovanca založb northern heritag record stavita odličen melodičen mračen turoben black metal živo prikažeta session člani igrajo komad albumov exercis futil groza with heart toward none itd vme govorijo nimajo odrskih efektov mgła življenj spremenijo vekomaj igrali martwa aura dagorath poljska black metal elita mgła black metal poland nosolacecom nosolacebandcampcom exercis futil live clip exercis futil offici audio martwa aura black metal poland martwaaurabandcampcom contra mundi contra vita offici audio mane from tenebra divin mlp dagorath black metal poland from sep dagorathplbandcampcom evil the spirit mlp offici audio dagorath live footag,2019-09-17 20:00:00,1047,378314441102
Big Foot Mama v Ravnah na Koroškem,nastop ravenskih dnevih več koncertov,2019-08-23 21:00:00,1541,109997062363015
