naziv,opis,datum_od,stevilo,sifra_prizorisca,cluster,center_distance
Jesenski piknik 2019 - AS Domžale Moto center,približevati sedaj tradicionalen dogodek jesenski piknik imeti rezerviran termin jesenski piknik letos spored četrtič znak pripraviti zanimiv prostor unikaten dogodek piknik postaja leto bolj obiskan zanimiv raznolik posebej vesel dejstvo začeti podjetje zbiranje donacija nov motoren kolo hond reševalen postaja koper obenem nadaljevati humanitaren dejavnost dan dogodek zavod bel angel pomagati denaren sredstvo ekipa alpinestars italija demonstracija revolucionaren airbag sistem motorist skupaj dolgoleten partner dirkač razlog več obisk letošnji srečanje povezovati prekaliti strokoven komentator gaber keržišnik motorist obiskovalec morebiten kupec pripraviti sledeč aktivnost ugodnost dan dogodek vožnja hond ducat testiranje čelada shoe nolan sam izžreb popust dan dogodek kupec doba lastnoročen podpisan kapa vizir torba marce marquez velik nakup dan dogodek dodaten nagrajen darilo pižama hond outleti servisen pregled motoren kolo servismo rabljen motoren kolo pijača jedača žura tokrat družiti skupaj amzs vranski reševalec motorist akrapovič izpušen sistem compaca čelada nolan pintar čelada ara avtotrada avtošola fullsix carbon karbonski dodatek motoren kolo motoličar barvanje motoren kolo motos novinar motomagazina novinar gold puig cust access amortizer ohlins podium kompresijski oblačiti kleme seidti spodnji perilo tehen pandora alarm triglav zavarovalnica sati zavarovalnica aures kapp čelada nza tronica modelček motoren kolo gostja tjaša fifra endura prvakinja qulbix elekričen endura kolo mči izdelava sedež motoren kolo rpp trada čistiti motocikel bor nastavka pameten telefon motoren kolo dirkač marka jerman cesten dirka rok virant motokrosa žig zupan cesten dirka tomaž gulj cesten dirka leonarda mesojedec cesten gorski dirka ekipa organizator cesten dirka presenečenje pripraviti videti program zelo pester veseliti snidenje vsekakor dogodek izpustiti pijača skrb moto bar hrana glasba dje medijski sponzor radio štartati končati,2019-10-19 09:00:00,1291,140866156088603,0,0.04056692772477239
7.10. Paul Gilbert - Orto bar,vstopnica ever dan dogodek kupiti lahek orta bar trgovina truga ljubljana onparola spodnji povezava tickets eura presati eura show day can get throug onparola linka below oktobrski kitarski kitarist tokrat veselje zaplesati misel oktober ljubljana ustaviti edin paula gilbert glasbenik ameriški rod rojen let svet najbolj znan zasedba big kino šiški videti avgust lani sodelovati ime racer blacka sheep steva erica johnson satrian yellow matter custard electrica fenca stork glasben pedigra nesporen talent dokazati nov album album can destroy izšel maj letos ljubljana omenjen oktober album sodelovati svetoven znan bobnar thomasa lang manj znan basist kevina chown nastopati živ znan jasen priznan ime kakorkoli povezan kitara fan dober glasba potem nujen zapisati oktober dan rezervirati pauti gilbert vstopnica volja paula gilbert,2019-10-07 20:30:00,678,378314441102,4,0.06377107594793928
"DJT BAcKInTiME｜SCOOTER & guests｜Stožice, 30. okt",radio salomona napovedovati velik žura deejay tima backa tima doslej tokrat poseben gost najbolj nor uspešnica prelom tisočletje seliti velik dvorana slovenija arena stožica vstop dvorana štarta special guests velik ime slovenski tuj glasben scena velik uspešnica prepevati prelom tisočletje združevati večer živ scooter jan plestenjak miran rudan karm flirrt kingston colonio mamba kings sla dad anje ruplo mnog presenečenje združen originalen deejaytima ekipa dean mik silvan dje dje andy dje jura repertoir only vstop dvorana štarta loža parter ring,2019-10-30 21:00:00,7557,120446447849,6,0.06308666333311509
Romantičen pohod z baklami na Stari grad Celje,noč imeti moč razlog več prižgati bakla razmigati telo skupaj podružiti tradicionalen pohod star grad celj grajski dvorišče božičen pesem prepevati članica vokalen skupina vodomek otrok obiskati čist pravi božiček kdaj sreda december kje zbiren mesto križišče popovičev ula cesta grad več tica celj,2019-12-25 18:00:00,1115,895600303821792,0,0.025541464340113087
Koncert LAČNI FRANZ,letošnji jubilej skupina lačen franz banda prigovarjanje nov publika star fan odločiti obuditi velik hit koncerten program naslov letos miniti natanko nastanek skupina lačen franz jubilejen program dokazati vedno anagažiran glasen udaren žanrski samosvoj pesem železen repetruar leto pridobiti aktualnost pripomoči nov prepesnjen čist svež koncert mogoč slišati legendaren praslovan zarjavel trobenta stran poljub narisati ustnica čakati dihati ovratnik zadnji večerja zdravljica nov okupatorek bolj star bolj nor ladja norec muca palo duša šankrok nov bog jebiveter junior zadnji ugasniti luč štajerec gati glava itd,2019-11-29 22:00:00,928,10219913636661159,4,0.07434084889833752
Caprisov valentinov koncert ● Tribute to Toše Proeski ●14.2.2020,radio capris ponosen napovedovati capris valentin koncert februar dvorana osnoven šola koper velik čast koncert prvič slovenija nastopiti uraden tribut zasedba velik toš proeski zasedba prihajati makedonija država izreden priljubljen tribut toša proeska prinesti večer poln emocija velik uspešnica dolg let prepevati generacija toša proeska poznan balkanski angel najbolj priljubljen pevec osebnost država nekdanji jugoslavija uspešnica čija igra beza granica prat srce nija kamen mnog zasidrati srce slovenski poslušalec odličen koncerten nastop edinstven glas očarati občinstvo šir evropa,2020-02-14 20:00:00,832,2298149450428341,4,0.045527735605643584
Tekmovanje v peki “štrudla”,sobota oktober praznik kozjanski jabolko dišati ura trg podsreda pričeti tekmovanje peka štrusti ekipa potegovati naziv štrudlmojstrc štrudlmojster,2019-10-12 12:00:00,1228,1145263572345855,2,0.03678700377770479
Eating tekmovanje palačink,upati udeležiti velik eating tekmovanje palačinka mesto kdaj ura naprej kje celovški cesta stavba bazen fitnes tivoli prijaviti maiti naslov instamagicpancakes gmailc prijava brezplačen priti čimbolj lačen dober čakati super nagrada,2020-01-19 12:00:00,763,150193523058868,2,0.06631872402242636
Marija Šerifović // 18.10.2019 // Hala Tivoli,marija šerifović vstopnica najbolj prepoznaven cenjen ženski vokal področje regija marija šerifović ponoven vrač ljubljana april letošnji let razprodati zagrebški cibona prej beograjski starka arena sarajevski stadion košev letošnji maj šestič razprodati beograjski sati centar končen priti čas marija napolniti ljubljanski hala tivoli razveseliti oboževalec nepozaben uspešnica uspešen kariera marija več let navduševati vokal prepričljiv močen čustven interpretacija marija izdati studijski album številen uspešnica nedvomen občinstvo blizek molitev let osvojiti mesto tekmovanje pesem evrovizija finski molitev marija poslušalec prepričati uspešnica sam nervozen pameten lud nija ljubav marija splezati regionalen pop scena potrjevati velik število razprodan koncert regija let razprodati velik dvorana koncert beograjski arena sarajevski stadion košev predstavljati krona dosedanji dosežek marija pravi talent podedovati mati verica najbolj priljubljen pevka srbski naroden glasba dedek babica prepevati starogradski pesem pustiti močen pečat odraščajoč marija prispevati današnji uspeh velik popularnost regija doseči vokalen sposobnost zanimiv karakter sloveti brezkompromisen oseba marijin aprilski koncert dvorana cibon navdušiti odličen produkcijski dovršen šov čustven reakcija publika strasten nastop neverjeten glasben talent razdajati občinstvo hala tivoli petek oktober zagotovo doživel edinstven glasben vizualen spektakel podprt čustvo cena early bird parter eura tribuna eura spominski eura,2019-10-18 20:00:00,3090,134798683234416,4,0.020911910924876542
Noche de Cuba (poletna open-air salsa zabava),noch dejati cub zvezda poletje čas zaplesati zvezda super ambient cherry hous cafe stavba diamant btca libera danec center družiti četrtek zvečer taktirtka dja timbasada gost animacija manjkati teden brezplačen dropina plesen delavnica kubanski ples tradicija polnočen rueda caf cuban ostajati,2019-06-20 21:00:00,580,136810230069888,0,0.050393984223061
Crazy Cirkus: CHRNS x Maynamic: Back from Amsterdam,program danec anthems party hits serijati žur crazy cirkus rezerviran udaren plesen himna tresti velik klubski arena tokrat vajet prevzeti vzpenjajoč domač mojster muzik vrteti djseti radijski šov zvezdnikov hardwell nicky romera martin garrix razplesati chrns vrač cirkus niz odličen ogrevanje nosilec junijski cirkuški norija tokrat mikser podajati maynamic stellar beat ogreti občinstvo robin schulz zvezda planet skupen špiti cirkus poklopiti ljubljana prileteti naravnost razvpit amsterda danec event obvezen hit pričakovati obilje čist zvež plesen petard zimski del sezona pravi hajp majek poskrbeti mca dey poletje zapomniti zadnji dan festival ultra europiti deliti oder swedis hous mafio maynamica max landry youra hearta quentyn chrns innocenca zay kosling chrns lux runnina chrns maynamica guilty pleasura kyga chrns remix mumford sons believ chrns remix warmup alph chrns armada proximity fba sce mynamica sativ records stellar beati fba sce klub cirkus trg mladinski deloven brigada cena vstopnica tickets prices navaden regular eura vip eura infa vip miza vip tables izgubljen predmet lost founda gmailc,2019-10-25 23:00:00,519,237302949627686,1,0.021906245354718093
"EIGHT BOMB, Rock n Roll live",street lifa eightbomba ponoven vabiti star poslovalnica kjer tokrat priča rockabilly vibracija gost prihajati eightbomba zgodba segati leto dokončen izoblikovati let kasneje takrat pevec kitarist jure lenarčič kitarist louwrens jordaan lou pridružiti matevž perovšek kontrabas urban ropotar boben prinesti svež veter odraziti nov glasben smernica band dati prepoznaven zvok edinstven mešanica rockabillyje podžanr označevati neo rockabilly psychobilly sam praviti igrati rocka roll geslo originati nota traditionala izviren tradicionalen album perfecti pictura hemispherica customized dayton dynamiti uspešen evropski turneja skupina uspel velik preboj evropski glasben scena let srčen kap nepričakovan umrl ustanoven član avtor idejen vodja skupina louwrens jordaan šok čustven praznina član odločiti trud tedaj vložiti skupina zaman ustvarjati naprej trio gostujoč kitarist struna kitara trgati andraža bizjak marka sprex lev honsić kratek uraden postati član zasedba zadnji album naslov hig heeled devilo zadnji delček zapuščina prijatelj odličen glasbenik besedilopisec loujati jordaan vključevati pesem scar napisati album sola kitara komad odigrati jeroen haamers pevec nizozemski skupina batmobil ogrevanje ohlajanje poskrbeti edin dje zavidanje vreden zbirka plošča dobiti sreda september ura vič,2019-09-25 19:30:00,536,874517329321403,4,0.044393364511691666
Rasta BalkaTon Gang Tour Stara Sava Jesenice 31.8,star sati jesenice sobota avgust odličen nastop šir evropa gorenjski premieren prihajati rast balkaton gang toura vabiti dober zabava gorenjski rezervirati miza zdaj entranec predprodaja karta kavarna star sati rezervirati karta sms prevzem karta kavarna star sati dan koncert starosten omejitev aga limiti organizator club jesenice cesta france prešeren jesenice slovenio emaiti koncnonekidogajati gmailc,2019-08-31 21:00:00,631,979034052144170,6,0.05025243099827093
"Fešta - VIGOR, Ines Erbus, DJ Berny",zamuditi čist pravi fešta športen dvorana podčetrtek vigor ines erbus banda dje berny vstopnica prodaja event prodajen mesto petrola pošta itd poceni early bird vstopnica eura vigor popularen zasedba vedno poskrbeti nor zabava odličen vzdušje prihajati podčetrtek grupa vigor prepevati hit šator maslina još faliti marija sam život raj mnog dober poleten fešta predstavljati hit skupaj prepevati jutro šator maslina sam život raj marija ines erbus vroč seksapilen ines vedno dvigniti temperatura dogodek ines poznati najstniški let nastopati članica najstniški skupina foxy teens danes graditi uspešen samostojen kariera vroč oprava atraktiven videz dober zabava tokrat poskrbeti skupaj prepevati uspešnica kada cura čast oči plava mnog kada cura čast mali popiti dje berny dober poznan odličen dje berny ogrevati prizorišče vrteti nor hit poskrbeti pravi fešta vabiti,2019-09-14 21:00:00,2089,125361280923638,6,0.02779234275313246
"Marjan Ogorevc: Med šamani v Sibiriji, predavanje / razprodano!",obveščati predavanje ogorevec razprodan vstopnica več volja razstava šamanizem ljudstvo sibirija vljuden vaba predavanje marjati ogorevec šaman sibirija marjati ogorevca vsebina prispevek zapisati posvečati sibirski šaman nekoč prejšnji življenje sam pripadati hvaležen prizadevanje uravnovešanje svetloba tema nesebičen razdajanje namen svet dvojnost trpljenje nerazumevanje dober bolj razumevajoč let teden preživel sibirski šaman dober leto potrebovati uresničitev vrnitev sibirija nenehen zaposlovati misel iskren pisati doživel pot iskanje izvoren šamanizem neznanski potreba napisati knjiga raziskati svet šaman zanetiti poglavar tuvanski šaman velik antropolog karizmatičen kenina lopsan kizilo sprejeti poseben predavanje potekati naslednji sklop potovanje tuv šamanizem religija lahek šaman šamanizem svet prostor neošamanizem sodoben svet vloga axis munda marjati ogorevca priznan strokovnjak področje alternativen zdravljenje srečati desetletje proučevati osnova različen tradicionalen medicina ezoteričen praksa primer kabati verovanje filozofija vzhod leto srečati karmičen diagnostika razviti ruski zdravilec lazareva metoda osnova karmičen zakonitost postati nenadomestljiv sestavina avtorjev bioterapevtski praksa pomen globok vpogled človekov duševen duhoven notranjost hkrati spoznavanje zdravilski praksa potekati delo področje šport avtor prispevati priročnik alternativen medicina šport terapevtski praksa marjati ogorevec združevati več metoda svet manj poznan pisalo knjiga biorgonomija karmičen diagnostik integralen biorgonomija samozdravljenje karmičen diagnostika izdati duhoven potopis šaman sibirija prenovljen izdaja karmičen diagnostik varen vstop človekov biopolje del voda center razvoj alternativen metoda zdravljenje enost okvir danes izšolati generacija terapevt slovenija hrvaški poljski vstopnina veljati predavanje ogorevec samostojen ogled razstava šamanizem ljudstvo sibirija oktober vstopnica volja oktober naprej število oseba omejen vstopnica volja oktober naprej recepcija razstaven hiša vnaprejšnji rezervacija možen več informacija blagajna etnomuzejsi deloven čas muzej,2019-10-14 18:00:00,2246,175231497182,0,0.05231107634841151
Film pod zvezdami / Film Under the Stars,polet ljubljanski grad ponoči zasijati filmski zvezda leten kino izbor najbolj odmeven film sezona dopolnjevati premiera predpremiera spored englis version vstopnica prodaja volja blagajna kinodvor blagajna vstopen paviljon ljubljanski grad spodnji postaja vzpenjača prodajen mesto splet film predvajati izvoren jezik slovenski podnapis film jezik angleški podnaslovljen angleščina films ara screened their originati languaga with englis subtitles englis spokno films ara screened with slovenian subtitles only primer dež slab vremenski napoved odpasti nadomesten naslednji dan kinodvor primer odpoved predpremiera poseben kinodvor nadomesten vstopnica odpadel prekinjen lahek zamenjati vstopnica nadomesten vstopnica vračilo kupnina odpoved predstava primer slab vreme slab vremenski napoved objaviti spleten stran družaben omrežje ura več,2019-07-11 21:30:00,7551,189671414402679,0,0.07415464671142773
CRAZY CLOWN PARTY,eagel events predstavljati serija uspešen zabava pripravljati velik ekstremen bolj nor zabava počitnice začeti stil pripraviti crazy clown party najbolj odštekati pusten žurek celj postreči možen čas namaskirati sam postati pravi kloven dober skupinski maska nagrajen boat izbira sejem hala nickyr musica guesti vstopnica razprodan predprodaja razprodan trenuten prodaja vip čimprej zagotoviti eagel promotor poskrbeti ostati dom infa rezervacija miza eagleeventssti gmailc dogodek imeti starosten omejitev dogodek lahek obiskati mladoleten oseba omejen zakon varstvo javen red mir člen zakon določati oseba mlad let prepovedan vstop zadrževanje spremstvo starš rejnik skrbnik gostinski obrat prireditev kjer točiti alkoholen pijača nakup vstopnica starš skrbnik prevzeti odgovornost videti,2020-02-21 22:00:00,822,112778765443812,5,0.03986693219633327
BIO 26| Skupno znanje: otvoritev,sla vabiti otvoritev bienati bio skupen znanje četrtek november ljubljanski podhod ajdovščina gost matevž čelik direktor kustos thomasa geisler kustos alina lara rezenda bienati odpreti peter culett državen ministrstvo kultura republika slovenija slediti otvoritven dogodek bio noč odprt znanje mogoč ogledati projekt nastal okvir bienati dogajanje podhod ajdovščina nadaljevati program bio glasben podzemlje založba vsebina podajati način nastopiti dje bor borek kamizdati shekuza vizualen umetnica vje projekt emkej muzičar četrtek november bio otvoritev podhod ajdovščina bio noč odprt znanje lokacija bio glasben podzemlje podhod ajdovščina razstava bio skupen znanje muzej rusjan trg ljubljana petek november bio popoldan odprt znanje lokacija naroden knjižnica turjaški ulica pedagoski fakulteta univerza ljubljana ljubljana kardeljev ploščad projekt datum seliti fakulteta ula moderen galerija muzej sodoben umetnost metelkov msum maistrov ulica vrt univerza ljubljana ižanski cesta hiša delo dunajski cesta center aktivnost fužina caf nov fužina bio pogovor kriza znanje vodstvo razstava bio skupen znanje eng ara invited opening biennial design bio commona knowledga thursday november ati ati ajdovščina underpass ljubljana guests will welcomed director matevž čelik curator thomasa geisler anda assistant curator alina lara rezenda peter culett stati secretary ati ministry cultura republica slovenio will open biennial during bio open knowledga night ara invited visiti all projects ati biennial arounda ljubljana bio musica hall slovenian musica labels with means content featuring dje borek for kamizdati with shekuza luk prinčič anda vje followed featuring emkej anda muzičar starts ati ati ajdovščina underpass bio opening thursday november ajdovščina underpass bio open knowledga night thursday november various locations arounda ljubljana bio musica hall thursday november ajdovščina underpass bio commona knowledga museum anda design rusjan trg ljubljana biennial locations arounda ljubljana nationala anda library slovenio turjaški ulica ljubljana faculty education kardeljev ploščad museum arta metelkov mgmsum maistrov ulica botanica garden ljubljana ižanski cesta delo newspaper dunajski cesta hom fužina nov fužina,2019-11-14 18:30:00,976,2849024888443268,0,0.03291319038948095
Balkatrap - Mili (Sponsored by 6VN6 Records&Trap'dOut),videti mesto maribor zažgati mil popularen balkan trapa izvajalec prihajati marec prostor štuk zloglasen datum petek princ beograd klub zvišati komad grm loc lerd budva kop več nepozaben dogodek poskrbeti anda only glasben založba records baronik mog partner vodstvo vittor partner trapa outi maribor pravtak štuk oder zavzeti triti edinstven izvajalec poznati mnog hit trileboy mercedez benz dijan huga boss bombon ostal benger hold konec crazy hyp oder stopiti sam gang odpiralen nastop rast odločiti nov izdan pesem nov prihajajoč album star old but gold benger floor zagreti vittor purpa kobaina kanen radar goof chang sippina ostal ostati skrivnost teaser nastop izvajalec neboda trajati noč vzdušje nor energija poskrbeti comad dje podpisan glasben založba records kariera začeti lanski leto uspeh edinstven hard playlista mešan trapa balkan trapa glasba noč spremeniti nasty mos pita udeleženec pozabiti jnx mlad zelo iskusiti dje producent navdušiti izbran mešanica rnba trapa balkaton glasba nastopati klub slovenija hrvaški srbija kjer oder deliti zvezda rast mca stojen reljati dje mik val paola barbat kost radman djjnx vstopnina dan dogodek vstopnica omejen zagotoviti zdaj vstopnica volja kavarnica rokati maribor mih kebrica štuk starosten omejitev soon,2020-05-29 21:00:00,1203,202091796475825,6,0.0552016988311962
MAMBO KINGS,celj prihajati simpatičen mamba kings najbolj priljubljen slovenski žurerski zasedba rus barta vaska mara nor ritem ples predah zabavati dolg noč nepozaben zabava klub mansion tokrat mali način mobilen partner avtohiša čepin medijski partner radio fantasy mamba kings fba mamba kings sla balerin shak beograd ljubljana djomti klub mansion celj trg celjski knez celj slovenija vstopnina entranec early bird dan dogodek nakup vstopnica mogoč sistem entrios starosten omejitev door policy lost founda izgubljen,2019-11-16 22:00:00,683,482638668490335,6,0.0700554865880788
Smučarski sejem Snežinka,velik smučarski sejemski prireditev slovenija tokrat vrsta november gospodarski razstavišče ljubljana več obiskovalec mesto ponuditi pestra izbira nov rabljen smučarski oprema predstavitev smučarski center del sejem leto komisijski prodaja rabljen smučarski oprema kupec volja rabljen smukati smučarski čevelj palica smučarski oblačiti čelada smučarski sejem potekati marmoren dvorana bivši hala preddverje marmoren dvorana sejem odprt ura vstop prost,2019-11-21 10:00:00,1336,214671818598818,0,0.010841425541251854
Dežela Celjska vabi - Stari grad Celje,star grad celj dežela celjski vaba vrvež trški barantanje pojedina živ glasba ples konjenik žongler spektakularen ognjen predstava več glasen bobnenje srednjeveški boben popeljati nazaj čas grof celjski cena vstopnica cena dneven vstopnina star grad celj znašati eura otrok let starost brezplačen cena vstopnica vključen brezplačen avtobusen prevoz star avtobusen postaja železniški postaja celj odhod avtobus več tica celj glaven trg teti epošta tica celje,2019-08-31 16:00:00,1699,127227180990486,0,0.05800614367390596
Moto dogodek v Slovenia Eco Resortu skupaj s Slovenia Speed Cup,moto dogodek slovenio eca resort dirkati pist slovenio eca resorta tokrat skupaj slovenio speed cup zbor dober dirkač slovenija resorta tokrat pripeljati hiter cesten motor pogumen dirkač program srečanje potek cel dan popoldanski čas namenjen cesten promet večeren čas bogat družaben program program zbor sledeč cesten promet razstava dirkalen motor oprema hostes animacija preskus pijan očala simulator vožnja prevračalnik reševanje druženje dober dirkač posvetovanje vožnja smer akcija združenje šofer kamnik varen poletje izvajati celoten slovenija večeren družaben program moto miss slovenija eca resorta prijava infa tek velik lovski opazovalnica celoten oprema družaben piknik odprt kuhinja zabava živ glasba ansambel joker vstopnina lokacija datum slovenio sobota september dogodek slovenio eca resorta slovenio speed cup,2019-09-14 00:00:00,753,923766171035555,0,0.06211592979566035
Back to the 80s & 90s,tokrat ekskluziven dekaditi velik glasben hit večer del večer namenjen glasba glasba spominjati žuranje turist valentin babilon titanic eldorad kanu cas del pap začetek obet nostalgičen večer poln dober glasba druženje pričetek predprodaja vstopnica sputnik svetoven kavarna število omejen,2020-02-07 20:00:00,801,103727819702351,4,0.07785951441650339
Novi datum! 11.8.2019 Gasilska veselica z ansamblom Svetlin,slab napoved veselica prestaviti vabiti velik gasilski veselica poljana nedelja dalja dober glasba poskrbeti ansambel svetlina zabavati pozen noč iti pozabiti bogat srečel hrana pijača poskrbeti poljanski gasilec vabiti udeležiti dober veselica dolina poljanski gasilec,2019-08-11 17:55:00,641,104342882939151,3,0.10569640734279877
Marko Juhant z gostjo: Vzgoja treh generacij,dogodek kvaliteten praktičen uporaben vsebina starš bodoč starš star starš strokoven delavec vzgoja kakorkoli tikati spec pedagog marka juhant predajanje vrednota otrok vzgajanje potek vzgoja generacija starš vedeti več juhant gostja večer mlad ambiciozen ustanoviteljica inštitut zaščita otrok lunin viti več nina lunin vila predavanje predavanje dogodek dogodek vstopnina pomemben dan dogodek izvajati delavnica otrok vrtec ribnica objava dogodek prebrskati najti prijaviti otrok storiti sms mailo sarakrivdica gmailc dogodek omogočen pokroviteljstvo občina ribnica dogodek sponzorirati podpirati zavod seno plus zenegg lunin viti vrtec ribnica hegrasa jan henigman dotes eldameda cvetličaren špeti microer joža šilce športen turističen društvo lončar velik prostovoljen posameznikov vprašanje volja telefonski številka videti januar šca ribnica čakati,2020-01-18 18:00:00,660,457508261020008,0,0.0231823017811125
Avdicija - nova HIT komedija v Podčetrtku,strog komisija igralski akademija sprejeti velik talent jagoden izbor nadobuden študent sam virtuoza dober luč zapletati odpletati igralski izziv razgaliti napaka pomanjkljivost imeti greda stati tik velik priložnost odpreti vrata igralski poklic zvezdniški kariera narediti uspel iznajti gledališče obstajati nastop avdicija komičen zabaven tragičen iskren pompozen zelo iznajdljiv konec smešen zamuditi trenutek komedij čakati igralec profesor poskrbeti zvrhan mera smeh dvorana podčetrtek,2019-12-30 19:00:00,563,335443286502575,0,0.012375909760927511
Koala Voice - Klub Gromka,koati voica pol desetletje izdati album kangaro neighboura takoj zelo aktiven vključiti slovenski glasben prostor mešanica rocka pop disec punek dober odrski prezenca pričeti pohod domač tuj oder kisovec ljubljana črnomelj moskev liverpool talin varšava groningen nastopiti pixies ljubljanski križanka festival pohod exiti inmusica let izdati album wolkenfabrika mnenje manec tilen domen mih nastavljati ogledalo korak začetek let izšel akustičen album koati voica izštekan zadnji decembrski dan let izdati album horsio najti hit lep vrata odpreti točen akcija konec koncert plesen afterparta združevati holomonda dje akt imeti krmariti vratolomen voda diska panek elekter pop indio rocka povsem seja uažn star komad nov zaklad star čustvo nov žurek nakup vstopnica možen dan dogodek koncert rezervacija mogoč cena vstopnica,2020-02-01 20:30:00,1370,2878343288894365,4,0.07052653008753722
Huun-Huur-Tu,glasben skupina prihajati avtonomen republika tuvati ruski meja mongolija gojiti lasten glasben tradicija sestavljati melodija brenkalo ritem odzven dolg ježa šir ravninski pokrajina posebnost zasedba izvajanje izviren večglasen petje tuvanski grlen alikvoten petje glasbenik ustvarjalen izkoriščati sozveneč parcialen tona usten votlina sam petje tehnika posamezen pevec lahek osnoven tonanota hkrati zapeti relativen sozveeč tonnota skupaj večglasnost ustvarjati potovanje zvočen univerzum časopis new york times daven poveden beseden zveza zvočen čudež zvočnost očarati številen glasbenik skupina zasedba sodelovati omeniti iti ploden sodelovanje skupina kronos quarteti indijski tolkalec trilok gurtovati ruski klasičen vladimir martyn zbor bulgarian voices angeliti jazz zasedba moscow arta trio tuvati priznan pevka sainkha nenazadnje cooder ustvariti glasba film geroniti režija walter hill nastopati frank zapp johnny guitara watson shankar omejiti uuporaba igiti byzaanch khommuz tuyuga zasedba uspeti bolj samosvoj fenomen planet poustvarjati glasben izražanje iti gruppa dell tuvati paes dell russ ati confin cona mongolio iti proprio musicati fatt melodio vibran strument cord ritem arrivati strument evocan cavalcati nell pianura del gruppa risieda nell originale tecnica canta armonica tecnica nell quati iti cantant risonanza crean neti tratt ter corda vocati bocec emetti nota armonica relativa quest tecnica permetti sviluppa universa sonor unica huunhuurt sona stati definiti dati new york times miracola musicati hanen incisa cona kronos quarteti iti indian trilok gurt iti classica russa vladimir martyn iti cora bulgarian voices angeliti iti trio jazz moscow arta trio cantant tuvati sainkha cona cooder hanen cocompost bran per colonen sonor geroniti walter hill sona esibit inolter assiema frank zapp johnny guitara watson shankar ter alter cona utilizza strument com igiti iti byzaanch iti khommuz iti iti tuyuga iti gruppa riesce creare musica una fenomen acustica più singolara questo piati,2019-08-06 21:00:00,828,270405177013043,4,0.07204928045085157
Tečaj in izpit za voznike živih živali - dodaten termin,marec predavanje marec izpit kje šentjura celj prijava simon salejneti prijavnica dostopen prijava nujen število mesto omejen cena osnoven usposabljanje cena obnovitven usposabljanje ddv obračunati osnova odstavek člen usposabljanje izvajati pooblaščen izvajalec uprava varen hrana veterinarstvo varstvo rastlina odločba šti skladen uredba svet zaščita žival prevoz usposabljanje pogovarjati potrebovati dovoljenje oza kartica prevažati žival kdaj registrirati prevoznik žival uvhvvr izjava oza listina imeti vozilo prevažati živ žival gospodarski korist prinašati dober počutje žival prevažati kdaj razkužiti prevozen sredstvo dokazilo imeti vozilo razkužen lahek prevozen sredstvo razkužiti sam več potek vsebina usposabljanje prijazen vabiti prevozivati dobrobitzivati simonasalejrazpiss zascitazivati tecajinizpitzaprevozzivihzivati,2020-03-05 14:00:00,555,207623569261974,0,0.02232318380823348
RNB Reunion ★ Cvetličarna | 31. Januar 2020,first rnba reunion new decada rnba reunion nov desetletje resident kings rnba dje sam biy dje dje sheka aga limiti infa infa vstopnina mesto event petrola dan dogodek blagajna klub dalja nakup vstopnica omogočati vstop vrsta,2020-01-31 23:00:00,566,510879702348799,5,0.023116490719589548
100 let prekmurske kulinarike,dvorišče dvorec rakičan obletnica priključitev prekmur združitev prekmurski slovenec matičen narod organizirati kulturnokulinaričen prireditev let prekmurski kulinarika okvir predstaviti prekmurski kulinarika obeležiti pomembnost prekmurski izročiti kultura obiskovalec lahek poizkusiti jed pripravljen tradicionalen inovativen ekstravaganten prekmurski recept dogajanje popestriti bogat kulturen animacijski program delavnica otrok možen vožnja kočija prid prekmurski glasba poskrbeti marka banda vljuden vabiti pridružiti avgust ura dvorišče dvorec rakičan,2019-08-25 11:00:00,559,309852965769672,2,0.07146837277654229
BOBAN RAJOVIĆ @TROJA LJUBLJANA SOBOTA 31.8.2019,dolenjski cesta ljubljana sla infa rezervacija nog nog isen boj vino padibran,2019-08-31 22:00:00,688,1751214148438481,6,0.05629101846719419
Season Opening W Vanillaz,klub mansion pripravljen nov sezona žur uvertura zabava nadaljevati vikend začiniti svetoven znan dje vanillaz poznan obraz številen mednaroden festival prizorišče evropa severen amerika azija blizek ultra europiti uživati podpora številen velik ime martin garrix david guetti tiesto celj pripravljen warm closing flex vanillaz fba klub mansion celj trg celjski knez celj slovenija vstopnina entranec pričetek kavarna mansion dan dogodek starosten omejitev door policy lost founda izgubljen,2019-09-14 23:00:00,704,482638668490335,6,0.025559615259950322
Pustovanje 2020 - Šempeter pri Gorici,pustovanje sobota februar skupaj sovodenjski pust tvoriti poseben čezmejen večdneven prireditev številen dogodek tradicionalen sprevod pust najbolj veseliti dvom otrok zato šempeter dati poseben poudarek pripraviti osrednji otroški pusten rajanje goriški trg ivati rob priložnost zaprt promet ura začeti velik pusten povorek mlad pusten rajanje nagrada sodelovanje sprevod doslej otroški maska dobiti krofa skodelica čaj program ura otroški pusten rajanje ura pusten povorek skupinski pusten maska voz ura podelitev nagrada pusten rajanje,2020-02-22 14:00:00,609,2666306893414824,2,0.05091436727027883
