naziv,opis,datum_od,stevilo,sifra_prizorisca
LIVE Lapsus Band,"> TOREK, 24.12. od 22 ure Akoya Loungebar<
?? LAPSUS BAND ????

Info in rezervacija miz 070/735-888 ali fb Akoya
Za rezervacijo mize je potrebno v Akoyi pri natakarjih vplačati akontacijo, ki pa se potem koristi pri nakupu pijače na samem dogodku.",2019-12-24 22:00:00,552,939380079427368
I feel Slovenia IRONMAN 70.3 Slovenian Istria,"2nd edition of I FEEL SLOVENIA IRONMAN 70.3 Slovenian Istria is an unique experience for every triathlete. A challenging course through Mediterranean old towns, picturesque villages and nature with magnificent views. Four beautiful coastal cities, Koper, Izola, Piran and Ankaran, will host athletes and their supporters, offering an unforgettable attractions and charms.",2019-09-22 09:00:00,561,103779682994273
SAFE - Slovenian Acro FEstival 2019,"==)ABOUT
This is 5th year of our festival so we plan to offer even more than previous years.
More awesome teachers, more workshops and more acts for saturday show night. 
On top of that we have secret suprise. Like all previous years we will focus mostly on acro, but there will also be some workshops for arial silk, slackline and rest of cirkus skills.

==)TEACHERS
Again we will bring you worldwide famous international acro teachers. Some already confirmed teachers are Verena Lanena, Dion Skovgaard Jensen, Kasper Moritz Nielsen, Marie-therese Pallis, Uwe Sattelkow, Fiammetta Maria Colla, Kiran Swaminathan Koottungal, Tilen Vidovic, Aleš Hren, Tanja Urankar,... and much more to be anounced. 

==)PROGRAM
Detailed program will be anounced about 2 weeks before. 
But we do allready know that we will have 10! rounds of at least 3! workshops per round. That is up to 90 participants.
Up to 120 participants we will have 4 ws per round.
In case we are full (150 people) we will offer 5 ws per round.

We will offer each round at least one beginner friendly and one super advance friendly workshop.

==)SLEEPING
We offer 4(3,2) beds rooms in dorm room next to the gym for super low price. You can also come with camper. Tent option is sadly not available.

==)FOOD
This year we are colaborating with on site restaurant/menza. They will prepare friday dinner, saturday all 3 meals and sunday breakfast and lunch. They offered us some nice prices that you can check at the bottom.

==)DO YOU WANT TO TEACH?
Like last year we offer teaching posibility. We will pay 35€ per teacher per workshop. If you want to teach, please send us photo and short description on info@safefestival.si.
We use Dutch acro con system. Everybody pays festival ticket than you get back for teaching.

==)PRICES
Basic festival ticket is 75€(earlybird 65€ till 1st of August)
One day ticket is 45€.
Sleeping in 4,3,2beds dorm room is 10€/night.
Breakfast 4€, lunch 6€, dinner 5€.

Apply via this link: https://forms.gle/LVyBJzwaeQ8jzfuV7",2019-09-20 13:00:00,819,304980639604978
Južna ozvezdja: poetike neuvrščenih,"Južna ozvezdja: poetike neuvrščenih
7. marec – 10. september 2019

Gibanje neuvrščenih je bilo nadnacionalni politični projekt, koalicija manjših in srednje velikih držav, po večini nekdanjih kolonij in držav v razvoju z globalnega Juga oziroma iz tretjega sveta. Ustanovljeno je bila leta 1961 na konferenci v Beogradu. Gibanje je predstavljajo prvo večjo motnjo na zemljevidu hladne vojne in hkrati zahtevo po alternativnih političnih zavezništvih, po »alternativni mondializaciji«.
Več: http://www.mg-lj.si/si/razstave/2439/razstava-juzna-ozvezdja-poetike-neuvrscenih/

Na razstavi bodo sodelovali: Dan Acostioaei | Umetnostni paviljon Slovenj Gradec (Andreja Hribernik, Katarina Hergold Germ) | Sven Augustijnen | Babi Badalov | María Berríos & Jakob Jakobsen | Godfried Donkor | Galerija umetnosti neuvrščenih držav »Josip Broz Tito« (Center za sodobno umetnost Črne gore)| »Gorgona v Džakarti – na ostrini roba?« (Nada Beroš) | Ferenc Gróf | Olivier Hadouchi | Aya Haidar | Ibro Hasanović | Ibro Hasanović v sodelovanju z Ahmadom Adelianom, Ahmadom Yamanom Fetyanijem, Abdelkadeerjem Itatahinejem, Yordanos Haile, Aminom Hasanom, Romat Hasan, Ahmedom Shihabom Hammoodom, Oussamo Lahmazo, Masoomah Manafi, Zeinab Manafi | Siniša Ilić | »Kartografija mednarodnih kulturnih sodelovanj Jugoslavije z državami v razvoju« (Teja Merhar) | Naeem Mohaiemen | Muzej afriške umetnosti – Zbirka Vede in dr. Zdravka Pečarja (Emilia Epštajn, Ana Sladojević) | Muzej Jugoslavije (Jovana Nedeljković) | Muzej solidarnosti Salvador Allende, Santiago (Daniela Berger, Federico Brega, María Victoria Martínez) | »Od Bandunga do Beograda« (Riksa Afiaty, Iramamama, Sekarputi Sidhiwati, Syaiful Ardianto) | »Ponovno uvrščanje Azijskega bienala umetnosti« (Abhijan Toto) | Dubravka Sekulić | Semsar Siahaan | »Tretji svet: grafike iz neuvrščenih držav na Mednarodnem grafičnem bienalu v Ljubljani med letoma 1961 in 1991« (Bojana Piškur, Teja Merhar) | Mila Turajlić | Katarina Zdjelar​

Razstava je del širšega projekta Nova mapiranja Evrope (#newmappingsofeurope), ki ga soﬁnancira program Evropske unije Ustvarjalna Evropa in v katerem poleg Moderne galerije sodelujejo še Muzej Jugoslavije, Akademija likovnih umetnosti na Dunaju in Middlesbrough Institute of Modern Art.

Razstavo podpirajo: Program Evropske Unije Ustvarjalna Evropa, Ministrstvo za kulturo Republike Slovenije, Mondriaan Fund, Flemish Authority, Danish Arts Foundation, Dirac, Romanian Cultural Institute

http://www.newmappingsofeurope.si/en


Kustosinja razstave je Bojana Piškur.



******
Southern Constellations: The Poetics of the Non-Aligned
7 March – 10 September 2019

The Non-Aligned Movement (NAM) was a transnational political project, a coalition of small and middle-sized states, mostly former colonies and developing countries, from the global south or the Third World. It was formed in 1961 in Yugoslavia at the Belgrade summit. The NAM represented the first major disruption in the Cold World map, a quest for alternative political alliances, for “alternative mondialization”.
More: http://www.mg-lj.si/en/exhibitions/2439/southern-constellations-the-poetics-of-the-non-aligned/

Participants: Dan Acostioaei | Art Pavilion Slovenj Gradec (Andreja Hribernik, Katarina Hergold Germ) | Sven Augustijnen | Babi Badalov | María Berríos & Jakob Jakobsen | “Cartography of SFR Yugoslavia’s International Collaborations in Culture with Developing Countries” (Teja Merhar) | Godfried Donkor | “From Bandung to Belgrade” (Riksa Afiaty, Iramamama, Sekarputi Sidhiwati, Syaiful Ardianto) | Gallery of Art of the Non-Aligned Countries “Josip Broz Tito” (The Contemporary Art Centre of Montenegro) | “Gorgona in Jakarta – on the Cutting Edge of the Edge?” (Nada Beroš) | Ferenc Gróf | Olivier Hadouchi | Aya Haidar | Ibro Hasanović | Ibro Hasanović in collaboration with Ahmad Adelian, Ahmad Yaman Fetyani, Abdelkadeer Itatahine, Yordanos Haile, Amin Hasan, Romat Hasan, Ahmed Shihab Hammood, Oussama Lahmaza, Masoomah Manafi, Zeinab Manafi | Siniša Ilić | Naeem Mohaiemen | Museum of African Art – the Veda and Dr. Zdravko Pеčаr Collection (Emilia Epštajn, Ana Sladojević) | Museum of Yugoslavia (Jovana Nedeljković) | Museum of Solidarity Salvador Allende, Santiago (Daniela Berger, Federico Brega, María Victoria Martínez) | “Re-Aligning the Asian Art Biennale” (Abhijan Toto) | Dubravka Sekulić | Semsar Siahaan | “Third World: Prints from the Non-Aligned Countries at the International Biennial Exhibitions of Graphic Arts in Ljubljana between 1961 and 1991” (Bojana Piškur, Teja Merhar) | Mila Turajlić | Katarina Zdjelar

The exhibition is part of the larger project New Mappings of Europe (#newmappingsofeurope), co-funded by the Creative Europe Programme of the European Union and including the collaboration of the Museum of Yugoslavia in Belgrade, the Academy of Fine Arts in Vienna and the Middlesbrough Institute of Modern Art, in addition to Moderna galerija.

Supported by: Creative Europe Programme of the European Union, Ministry of Culture of the Republic of Slovenia, Mondriaan Fund, Flemish Authority, Danish Arts Foundation, Dirac, Romanian Cultural Institute

http://www.newmappingsofeurope.si/en

The exhibition is curated by Bojana Piškur.

",2019-03-07 20:00:00,556,599177763430124
15.Obletnica G.u.B. / 15th Anniversary of G.u.B.,"Starejše, ko je vino, boljše je...če to velja tudi za nas ne vem, lahko pa sami presodite na hladen novemberski večer, ko se bomo s pomočjo prijateljev, ki smo jih nabrali v času obstoja zbrali v Klubu Gromka in proslavili 15. obletnico obstoja skupine Gužva u Bajt. 

Pripravlja se prelet komadov, ki so nastali v različnih obdobjih delovanja kot tudi novejši material.

Oder bomo tokrat delili s trboveljskimi TuPa - TuPa pankerji Grable in dunajskimi uličarji Dealers Choice!

Zgodnji odhod po koncertu bo preprečila DJ Skabina.
",2019-11-09 20:00:00,542,150439291789321
KŠ X | GRAMATIK @ Križanke,"???? ENG: bit.ly/KSGramatikEN
---
Svetovno znani slovenski producent Gramatik, eden naših najvidnejših glasbenih izvozov, bo v začetku šolskega leta znova napolnil ljubljanske Križanke s svojimi prefinjeno izklesanimi beati! Vizionar glasbene industrije, ki je poleg dodelanega glasbenega izraza in epskih nastopov po celem svetu zaslovel z neobičajnim pristopom ponujanje glasbe brezplačno in inovativno izrabo sodobnih tehnologij, kot je blockchain, bo v Ljubljani nastopil v okviru praznovanja desete obletnice Kina Šiška.

Gramatikov veliki comeback  v Križanke bodo uvedli naslednji gostujoči producenti in bendi:

???? Teo Collori in Momento Cigano

???? Luxas

???? Whynnel

???? Benjamin Shock (Live Set)

Gramatikov veliki dogodek v Križankah bo povezoval Boštjan Gorenc - Pižama.

???? ZA FENE: Griz, Bonobo, Parov Stelar ...
???? VEČ INFO: bit.ly/KSGramatik
???? KŠ X dogodki: http://bit.ly/KSXdogodki

???? VSTOPNICE V PRODAJI PREK SPLETA IN PRODAJNE MREŽE EVENTIM
early bird (do 1. 7.): 20 €
predprodaja: 25 €
na dan dogodka: 30 €
s popustom (omejeno število): 16 €

Dogodek poteka v okviru praznivanja 10. obletnice Kina Šiška.

???? PRIJAVI SE NA KŠ NEWSLETTER: http://bit.ly/KinoSiskaNewsletter
???? PRENESI KŠ APP: http://bit.ly/KinoSiskaApp",2019-09-14 19:00:00,6732,192642001381365
Aninska NOČ 2019,"???????? ANINSKA NOČ 2019 ???? ????
---------------------------------------------------------------

PGD Stojnci prireja tradicionalno Aninsko NOČ, ki bo potekala pod velikim prireditvenim šotorom 26.7. in 27.7.

⚠️‼️‼️‼️‼️ VSTOPNINE NI ⚠️‼️‼️‼️‼️
---------------------------------------------------------------
️
????️???? PETEK -  26.7. 2019, od 19.00 ️????️????
❗ ANSAMBEL UPANJE 
‼️ DRAŽEN ZEČIĆ

????️???? SOBOTA -  27.7. 2019, od 19.00 ️????️????
❗ POSKOČNI MUZIKANTI

----------------------------------------------------------------
???? Prireditev bo potekala pod velikim prireditvenim šotorom na igrišču pri gasilskem domu v Stojncih 
----------------------------------------------------------------
 ???? VSTOPNINE NI ????
----------------------------------------------------------------
???? Prirejamo bogat srečolov 
----------------------------------------------------------------
???? Poskrbljeno za hladno ???? , odlično ???? in ????️
----------------------------------------------------------------
???? NAJBOLJ NORA VESELICA  ????
----------------------------------------------------------------
???? ???? Se vidimo v Stojncih, kjer vas bo zraven glasbe in plesišča čakala še dobra kapljica in domače opalenke! ????????

???? VABLJENI PGD STOJNCI ????

2️⃣0️⃣1️⃣9️⃣ ANINSKA NOČ 2️⃣0️⃣1️⃣9️⃣",2019-07-26 19:00:00,1776,1460877777470994
Aninska NOČ 2019,"???????? ANINSKA NOČ 2019 ???? ????
---------------------------------------------------------------

PGD Stojnci prireja tradicionalno Aninsko NOČ, ki bo potekala pod velikim prireditvenim šotorom 26.7. in 27.7.

⚠️‼️‼️‼️‼️ VSTOPNINE NI ⚠️‼️‼️‼️‼️
---------------------------------------------------------------
️
????️???? PETEK -  26.7. 2019, od 19.00 ️????️????
❗ ANSAMBEL UPANJE 
‼️ DRAŽEN ZEČIĆ

????️???? SOBOTA -  27.7. 2019, od 19.00 ️????️????
❗ POSKOČNI MUZIKANTI

----------------------------------------------------------------
???? Prireditev bo potekala pod velikim prireditvenim šotorom na igrišču pri gasilskem domu v Stojncih 
----------------------------------------------------------------
 ???? VSTOPNINE NI ????
----------------------------------------------------------------
???? Prirejamo bogat srečolov 
----------------------------------------------------------------
???? Poskrbljeno za hladno ???? , odlično ???? in ????️
----------------------------------------------------------------
???? NAJBOLJ NORA VESELICA  ????
----------------------------------------------------------------
???? ???? Se vidimo v Stojncih, kjer vas bo zraven glasbe in plesišča čakala še dobra kapljica in domače opalenke! ????????

???? VABLJENI PGD STOJNCI ????

2️⃣0️⃣1️⃣9️⃣ ANINSKA NOČ 2️⃣0️⃣1️⃣9️⃣",2019-07-27 19:00:00,586,1460877777470994
Aninska NOČ 2019,"???????? ANINSKA NOČ 2019 ???? ????
---------------------------------------------------------------

PGD Stojnci prireja tradicionalno Aninsko NOČ, ki bo potekala pod velikim prireditvenim šotorom 26.7. in 27.7.

⚠️‼️‼️‼️‼️ VSTOPNINE NI ⚠️‼️‼️‼️‼️
---------------------------------------------------------------
️
????️???? PETEK -  26.7. 2019, od 19.00 ️????️????
❗ ANSAMBEL UPANJE 
‼️ DRAŽEN ZEČIĆ

????️???? SOBOTA -  27.7. 2019, od 19.00 ️????️????
❗ POSKOČNI MUZIKANTI

----------------------------------------------------------------
???? Prireditev bo potekala pod velikim prireditvenim šotorom na igrišču pri gasilskem domu v Stojncih 
----------------------------------------------------------------
 ???? VSTOPNINE NI ????
----------------------------------------------------------------
???? Prirejamo bogat srečolov 
----------------------------------------------------------------
???? Poskrbljeno za hladno ???? , odlično ???? in ????️
----------------------------------------------------------------
???? NAJBOLJ NORA VESELICA  ????
----------------------------------------------------------------
???? ???? Se vidimo v Stojncih, kjer vas bo zraven glasbe in plesišča čakala še dobra kapljica in domače opalenke! ????????

???? VABLJENI PGD STOJNCI ????

2️⃣0️⃣1️⃣9️⃣ ANINSKA NOČ 2️⃣0️⃣1️⃣9️⃣",2019-07-26 19:00:00,1261,1460877777470994
GIN Weekend Kempinski Palace,Prvi GIN Weekend v letu 2018 se je zgodil v parku hotela Kempinski Palace v Portorožu in tudi letos bomo gostovali pred čudovitim biserom Portoroža. ,2019-08-15 16:00:00,2234,110491092305643
Poletni glasbeni večeri v Žički kartuziji: Klapa Cambi,"KLAPA CAMBI, SPLIT
Vse ljubitelje dalmatinske glasbe vabimo na nepozabni večer s  Klapo Cambi iz Splita. Klapa Cambi je ena izmed največkrat nagrajenih, popularnih dalmatinskih klap, ki je začela delovati leta 1986. Prejela je številne nagrade in priznanja. Med njimi je kar nekajkrat osvojila prvo nagrado na festivalu Dalmatinskih klap v Omišu in na Večerih Dalmatinskih pesmi v rodnem Kaštelu Kambelovca. Izjemno so ponosni na zmago na Festivalu zabavne glasbe Split 2011,  na več izdanih albumov in številne razprodane koncerte doma in v tujini.
Klapa Cambi je soorganizator Festivala klap »Jelsa od versa«, ki poteka vsako leto na Hvaru in s pomočjo katerega ohranja nematerialno kulturno dediščino dalmatinskih pesmi. Njihove pesmi: Ne more mi bit, Dugo nije pala kiša, Jedna rič in številne druge so uspešnice tudi v Sloveniji. Pred vami je enkratna priložnost, da jim prisluhnete v edinstvenem ambientu Žičke kartuzije.
Vstopnice: 17 EUR, s SPAR plus kartico: 15 EUR, otroci do 10 let: 5 EUR.
Informacije: Center za kulturne prireditve Slovenske Konjice, 03 758 04 37. 
V primeru slabega vremena koncert odpade! 
",2019-07-19 20:30:00,1103,185633488540531
"Tony Cetinski i prijatelji - Ljubljana, Križanke","Tony Cetinski i prijatelji 19.09.2019. Ljubljana, Križanke!",2019-09-19 21:00:00,3421,192642001381365
DEAFHEAVEN + TOUCHÉ AMORÉ + Portrayal of Guilt @ KŠ,"???? ENG: bit.ly/KSDeafheavenToucheAmoreEN
---
V sklopu praznovanja 10. obletnice Kina Šiška bomo seveda poskrbeli tudi za ljubitelje trših kitarskih zvokov – z vrhunskim paketom postmetalcev Deafheaven, ki so z enim najboljših albumom desetletja, Sunbather, trše zvoke ponesli med širše množice, in s čustvi nabitih posthardcorovcev Touché Amoré. Pred obema glavnima nastopajočima pa nas bo ogrela mlada zasedba Portrayal of Guilt iz Teksasa, ki je z lanskim prvencem nemudoma opozorila nase kot metalsko silo, na katero še kako velja biti pozoren.

???? ZA FENE: Alcest, La Dispute, Converge …
???? VEČ INFO: bit.ly/KSDeafheavenToucheAmore
???? KŠ X dogodki: http://bit.ly/KSXdogodki

???? VSTOPNICE V PRODAJI PREK SPLETA IN PRODAJNE MREŽE EVENTIM OD 26. 4.
predprodaja: 23 €
na dan dogodka: 25 €
s popustom (omejeno število): 18,4 €

Dogodek poteka v okviru praznovanja 10. obletnice Kina Šiška.

???? PRIJAVI SE NA KŠ NEWSLETTER: http://bit.ly/KinoSiskaNewsletter
???? PRENESI KŠ APP: http://bit.ly/KinoSiskaApp ",2019-09-17 20:00:00,910,154287574875
SEMAFOR PARTY,"?EAGLE EVENTS JE NAZAJ?

???SEMAFOR PARTY???

Novo leto, nov začetek, nove avanture ?

?Končno kon'c prve konference in vseh obveznosti v šoli, zato je to priložnost prav za vse, da se pokažete in dokažete na plesišču?

?SEMAFOR?
Na tem žuru bo priložnost prav za vse, tudi za tiste bolj sramežljive,  da prikažete vaš stan in željo po druženju z nasprotnim spolom✅

DRESSCODE:

?ZELENA? - samski/a

?RUMENA? - pripravljen/a na avanturo

?RDEČA? - zaseden/a

LINEUP

DJ NICKY_R
DJ Baby
MC Herceg

Vstop - 16+

Zagotovite si karte pri vseh ?EAGLE? promotorjih, kmalu v prodaji ✅

",2020-01-17 22:00:00,728,1451572854898197
Evropska liga: Olimpija - Yeni Malatyaspor,"Olimpija bo v drugem krogu kvalifikacij za ligo Europa igrala proti turškemu Malatyasporju.

Povratna tekma bo na sporedu v četrtek, 1. avgusta, v Stožicah.

Svoje vstopnice si lahko zagotovite na naši uradni spletni strani, v klubski trgovini v Mercator centru Šiška in na vseh prodajnih mestih Petrola, Mojih kart in Eventima.

❗ Lastniki sezonskih vstopnic si bodo tekmo lahko ogledali brezplačno! ❗

Podprite zmaje!

#verjamemvzmaje",2019-08-01 20:00:00,940,130434393673610
Maluma in Slovenia,"Namen dogodka je pritegniti pozornost potencialnih organizatorjev, da bi bil koncert zelo dobro sprejet  dogodek ni uraden!
Znano je, da noben organizator ne bo organiziral koncerta, če je zanimanje šibko, zato pokažimo, da resnično želimo, da bi nekdo povabil MALUMO, da nastopi v naši državi in da bo zanimanje za koncert ogromno!",2020-03-01 19:00:00,6762,139617532746097
Drive-in Kino Bežigrad,"? Socialno distanciranje bo navsezadnje le postalo zabavno, dočakali smo namreč zeleno luč za DRIVE-IN KINO BEŽIGRAD in PRVI DRIVE-IN KONCERT na parkirišču @[155683257831989:274:Center Interspar Vič]! ? 

DRIVE-IN KINO bolj kot na kinematografsko zgodovino trenutno bolj spominja na njeno prihodnost. ??? Gre namreč za edino kino doživetje, ki v času corona krize omogoča, da se obiskovalci filmskim uspešnicam predajo iz varnega zavetja lastnega avtomobila. ?? Naša ekipa vam bo zato letos že tretje leto zapored omogočila vrhunsko doživetje DRIVE-IN KINA BEŽIGRAD! ? 

V zahvalo vsem zdravstvenim delavcem, ki ste se v času pandemije izkazali za prave super junake, vam do konca maja omogočamo brezplačen vstop na vse DRIVE-IN KINO BEŽIGRAD projekcije! ?‍⚕ Svoje parkirno mesto si lahko rezervirajo na info@kino-bezigrad.si. ❤ Vsi ostali si lahko do konca maja filme ogledate po akcijski ceni 5€ (+3€ doplačilo za avtomobil)! ?

Širok filmski repertoar, ki bo vključeval tako največje Hollywoodske uspešnice preteklih nekaj let, kot tudi večne klasike, bo zapolnil čarobne filmske večere od četrtka do nedelje. ? 

Prvič letos pa se boste lahko v težko pričakovani DRIVE-IN KINO BEŽIGRAD na parkirišču @[155683257831989:274:Center Interspar Vič] zapeljali že v četrtek, 21. maja, ko bo kino platno osvetlil muzikal Dežela La La, in tako krstil novo, že tretjo sezono DRIVE-IN KINA BEŽIGRAD. ?

PROGRAM DRIVE-IN KINA BEŽIGRAD
21. maj ob 21.00 - Dežela La La  ?
22. maj ob 21.00 - Bohemian Rhapsody ?
23. maj ob 21.00 - Ježek Sonic (sinhronizirano) ?
24. maj ob 21.00 - Pobesneli Max: Cesta besa ?
28. maj ob 21.00 - Briljantina ?
29. maj ob 21.00 - Minioni (sinhronizirano) ?
30. maj ob 19.00 - DRIVE-IN KONCERT s skupino Tabu v organizaciji @[155683257831989:274:Center Interspar Vič], ob 21.00 sledi dokumentarni film TABU Zgodba za jutri ? 
31. maj ob 21.00 = Parazit ?
4. junij ob 21.00 - Kot šef ?
5. junij ob 21.00 - Levji kralj (sinhronizirano) ?
6. junij ob 21.00 - Briljantina ?
7. junij ob 21.00 - Dežela La La ?
11. junij ob 21.00 - Podli fantje za vedno ?
12. junij ob 21.00 - Poletje v školjki ?
13. junij ob 21.00 - Zvezda je rojena ?
14. junij ob 21.00 - Gospodje ?

Nadaljnji spored prihaja kmalu! ?

Nakup vstopnic je mogoč na spletni strani www.kino-bezigrad.si in na prizorišču eno uro pred začetkom filmske projekcije. ?

Projekt DRIVE-IN KINA BEŽIGRAD bo ponovno zaživel ob podpori partnerja projekta @[155683257831989:274:Center Interspar Vič] in generalnega sponzorja @[154844784566191:274:Generali zavarovalnica]. ❤

O DRIVE-IN KINU BEŽIGRAD
Glavno prizorišče DRIVE-IN KINA Bežigrad ostaja parkirišče Centra Vič, ki bo sprejelo približno 70 osebnih vozil. V svojevrstni atrakciji bo moč uživati od maja dalje, projekcije pa bodo potekale vsak teden od četrtka do nedelje. Dnevno se bo zvrstila po ena projekcija, pričetek predvajanja pa se bo prilagajal sončnemu zahodu.

Dogajanje bo navdušilo vse generacije, saj bodo pester program sestavljale tako največje aktualne uspešnice kot tudi večne filmske klasike. Vnaprejšnji nakup vstopnic bo omogočen na spletni strani www.kino-bezigrad.si ali pa na blagajni Kina Bežigrad na Linhartovi 11. Hkrati bo prodaja vstopnic potekala tudi na sami lokaciji, in sicer eno uro pred pričetkom posamezne projekcije.

V primeru slabega vremena bo projekcija odpovedana. Imetniki v naprej kupljenih vstopnic se bodo za vračilo kupnine lahko obrnili na info@kino-bezigrad.si.

Ker DRIVE-IN KINO BEŽIGRAD sledi vzoru ameriških drive-in kinov iz 60. let, je ekipa Kina Bežigrad tudi letos poskrbela za bogat spremljevalni program. Ta bo med drugim vključeval gostinsko ponudbo, postrežbo v avtomobilu in atraktivno strežbo na kotalkah. Vstop na prizorišče bo omogočen vsaj uro pred posamezno projekcijo, obiskovalci pa bodo hrano in pijačo lahko naročali tudi med samim ogledom filma.
",2020-05-21 21:00:00,997,710247339094342
Jürjevo 2020,"| JÜRJEVO | VESELICA | TRADICIJA |

JÜRJEVO
Jürjevo se že tradicionalno organizira od leta 1996.
Vsako leto presegamo svoja pričakovanja in nas presenečate z vašim množičnim obiskom. 

Pridruži se dogodku, povabi prijatelje in bodi PRVI obveščen o vseh novostih na Jürjevem 2020! ?

#Jurjevo2020 #veselica 

? Sobota, 25. april.  2020, od 20.00: ?

?? Ljubavnici Band ??
?? Ines Erbus ??
?? Dejan Vunjak??

Vstopnina: ?
-----

?Nedelja, 26. april. 2020, od 20.00:?

?? Poskočni muzikanti ??
?? MUFF ft. Senidah ??
?? Luka Basi ??


Vstopnina: ?
-----

?Petek, 1. maj. 2020, od 20.00:?

?? Ansambel Modrijani ??
?? Petar Grašo ??
?? Vlado Kreslin z Malimi Bogovi ??

Vstopnina: ?
-----

STAROSTNA OMEJITEV

Starostne omejitve ni. Dogodek lahko obiščejo mladoletne osebe, z nakupom vstopnice pa starši oziroma skrbniki prevzamejo vso odgovornost.

Zakon o varstvu javnega reda in miru (ZJRM-1) v 21. členu zakon določa, da je med 24.00 in 5:00 osebam, mlajšim od 16 let, prepovedan vstop in zadrževanje brez spremstva staršev, rejnikov ali skrbnikov v gostinskih obratih in na prireditvah, kjer se točijo alkoholne pijače.

----

Diskoteka Anton
Cerkvenjak 28
2236 Cerkvenjak
https://www.facebook.com/Anton.Diskoteka/
IG: diskoteka.anton

Vabljeni!",2020-04-25 20:00:00,2676,427647890728764
Jürjevo 2020,"| JÜRJEVO | VESELICA | TRADICIJA |

JÜRJEVO
Jürjevo se že tradicionalno organizira od leta 1996.
Vsako leto presegamo svoja pričakovanja in nas presenečate z vašim množičnim obiskom. 

Pridruži se dogodku, povabi prijatelje in bodi PRVI obveščen o vseh novostih na Jürjevem 2020! ?

#Jurjevo2020 #veselica 

? Sobota, 25. april.  2020, od 20.00: ?

?? Ljubavnici Band ??
?? Ines Erbus ??
?? Dejan Vunjak??

Vstopnina: ?
-----

?Nedelja, 26. april. 2020, od 20.00:?

?? Poskočni muzikanti ??
?? MUFF ft. Senidah ??
?? Luka Basi ??


Vstopnina: ?
-----

?Petek, 1. maj. 2020, od 20.00:?

?? Ansambel Modrijani ??
?? Petar Grašo ??
?? Vlado Kreslin z Malimi Bogovi ??

Vstopnina: ?
-----

STAROSTNA OMEJITEV

Starostne omejitve ni. Dogodek lahko obiščejo mladoletne osebe, z nakupom vstopnice pa starši oziroma skrbniki prevzamejo vso odgovornost.

Zakon o varstvu javnega reda in miru (ZJRM-1) v 21. členu zakon določa, da je med 24.00 in 5:00 osebam, mlajšim od 16 let, prepovedan vstop in zadrževanje brez spremstva staršev, rejnikov ali skrbnikov v gostinskih obratih in na prireditvah, kjer se točijo alkoholne pijače.

----

Diskoteka Anton
Cerkvenjak 28
2236 Cerkvenjak
https://www.facebook.com/Anton.Diskoteka/
IG: diskoteka.anton

Vabljeni!",2020-04-26 20:00:00,1108,427647890728764
Jürjevo 2020,"| JÜRJEVO | VESELICA | TRADICIJA |

JÜRJEVO
Jürjevo se že tradicionalno organizira od leta 1996.
Vsako leto presegamo svoja pričakovanja in nas presenečate z vašim množičnim obiskom. 

Pridruži se dogodku, povabi prijatelje in bodi PRVI obveščen o vseh novostih na Jürjevem 2020! ?

#Jurjevo2020 #veselica 

? Sobota, 25. april.  2020, od 20.00: ?

?? Ljubavnici Band ??
?? Ines Erbus ??
?? Dejan Vunjak??

Vstopnina: ?
-----

?Nedelja, 26. april. 2020, od 20.00:?

?? Poskočni muzikanti ??
?? MUFF ft. Senidah ??
?? Luka Basi ??


Vstopnina: ?
-----

?Petek, 1. maj. 2020, od 20.00:?

?? Ansambel Modrijani ??
?? Petar Grašo ??
?? Vlado Kreslin z Malimi Bogovi ??

Vstopnina: ?
-----

STAROSTNA OMEJITEV

Starostne omejitve ni. Dogodek lahko obiščejo mladoletne osebe, z nakupom vstopnice pa starši oziroma skrbniki prevzamejo vso odgovornost.

Zakon o varstvu javnega reda in miru (ZJRM-1) v 21. členu zakon določa, da je med 24.00 in 5:00 osebam, mlajšim od 16 let, prepovedan vstop in zadrževanje brez spremstva staršev, rejnikov ali skrbnikov v gostinskih obratih in na prireditvah, kjer se točijo alkoholne pijače.

----

Diskoteka Anton
Cerkvenjak 28
2236 Cerkvenjak
https://www.facebook.com/Anton.Diskoteka/
IG: diskoteka.anton

Vabljeni!",2020-04-25 20:00:00,1542,427647890728764
